sample,thin_sample,who,part,digits,value
114,114,monkeys,1,None,0.027046
114,114,monkeys,2,None,0.193234
115,115,monkeys,0,None,0.004401
115,115,monkeys,1,None,0.023220
115,115,monkeys,2,None,0.157082
116,116,monkeys,0,None,0.015670
116,116,monkeys,1,None,0.036916
116,116,monkeys,2,None,0.191489
117,117,monkeys,0,None,0.006187
117,117,monkeys,1,None,0.032953
117,117,monkeys,2,None,0.136066
118,118,monkeys,0,None,0.012667
118,118,monkeys,1,None,0.033837
118,118,monkeys,2,None,0.173874
119,119,monkeys,0,None,0.006681
119,119,monkeys,1,None,0.054471
119,119,monkeys,2,None,0.186045
120,120,monkeys,0,None,0.000356
120,120,monkeys,1,None,0.016346
120,120,monkeys,2,None,0.130701
121,121,monkeys,0,None,0.000265
121,121,monkeys,1,None,0.036483
121,121,monkeys,2,None,0.175350
122,122,monkeys,0,None,0.052908
122,122,monkeys,1,None,0.026073
122,122,monkeys,2,None,0.171353
123,123,monkeys,0,None,0.033383
123,123,monkeys,1,None,0.027480
123,123,monkeys,2,None,0.180224
124,124,monkeys,0,None,0.018570
124,124,monkeys,1,None,0.019201
124,124,monkeys,2,None,0.182087
125,125,monkeys,0,None,0.006500
125,125,monkeys,1,None,0.030820
125,125,monkeys,2,None,0.159771
126,126,monkeys,0,None,0.016260
126,126,monkeys,1,None,0.048066
126,126,monkeys,2,None,0.127741
127,127,monkeys,0,None,0.003009
127,127,monkeys,1,None,0.025316
127,127,monkeys,2,None,0.172780
128,128,monkeys,0,None,0.002872
128,128,monkeys,1,None,0.031045
128,128,monkeys,2,None,0.227395
129,129,monkeys,0,None,0.002227
129,129,monkeys,1,None,0.032207
129,129,monkeys,2,None,0.170180
130,130,monkeys,0,None,0.012595
130,130,monkeys,1,None,0.040913
130,130,monkeys,2,None,0.141066
131,131,monkeys,0,None,0.017234
131,131,monkeys,1,None,0.042805
131,131,monkeys,2,None,0.149876
132,132,monkeys,0,None,0.007194
132,132,monkeys,1,None,0.036996
132,132,monkeys,2,None,0.176184
133,133,monkeys,0,None,0.004912
133,133,monkeys,1,None,0.028905
133,133,monkeys,2,None,0.152029
134,134,monkeys,0,None,0.016103
134,134,monkeys,1,None,0.034413
134,134,monkeys,2,None,0.197422
135,135,monkeys,0,None,0.013429
135,135,monkeys,1,None,0.026060
135,135,monkeys,2,None,0.128239
136,136,monkeys,0,None,0.014374
136,136,monkeys,1,None,0.025554
136,136,monkeys,2,None,0.130626
137,137,monkeys,0,None,0.020003
137,137,monkeys,1,None,0.036337
137,137,monkeys,2,None,0.160334
138,138,monkeys,0,None,0.023185
138,138,monkeys,1,None,0.030110
138,138,monkeys,2,None,0.162261
139,139,monkeys,0,None,0.017387
